Authors,DOI,ID,Issued Date,Publisher,Title
"Urquhart, Lachlan; Miranda, Diana; Podoletz, Lena",10.3233/IP-211541,information-polity/ip211541,Sat Jan 01 00:00:00 GMT 2022,IOS Press,"Policing the smart home: The internet of things as ‘invisible witnesses’
<sup>1</sup>"
